Specimen_no,Curve_no,Thickness_mm,Width_mm,Extension_mm,Force_N
2.0,1.0,1.0,1.0,0.171,361.0
2.0,1.0,1.0,1.0,0.172,361.0
2.0,1.0,1.0,1.0,0.173,362.0
2.0,1.0,1.0,1.0,0.174,363.0
2.0,1.0,1.0,1.0,0.175,363.0
2.0,1.0,1.0,1.0,0.176,365.0
2.0,1.0,1.0,1.0,0.177,366.0
2.0,1.0,1.0,1.0,0.178,367.0
2.0,1.0,1.0,1.0,0.179,368.0
2.0,1.0,1.0,1.0,0.18,368.0
2.0,1.0,1.0,1.0,0.181,370.0
2.0,1.0,1.0,1.0,0.182,371.0
2.0,1.0,1.0,1.0,0.183,372.0
2.0,1.0,1.0,1.0,0.184,372.0
2.0,1.0,1.0,1.0,0.185,373.0
2.0,1.0,1.0,1.0,0.186,375.0
2.0,1.0,1.0,1.0,0.187,376.0
2.0,1.0,1.0,1.0,0.188,376.0
2.0,1.0,1.0,1.0,0.189,378.0
2.0,1.0,1.0,1.0,0.19,378.0
2.0,1.0,1.0,1.0,0.191,380.0
2.0,1.0,1.0,1.0,0.192,381.0
2.0,1.0,1.0,1.0,0.193,381.0
2.0,1.0,1.0,1.0,0.194,382.0
2.0,1.0,1.0,1.0,0.195,383.0
2.0,1.0,1.0,1.0,0.196,384.0
2.0,1.0,1.0,1.0,0.197,386.0
2.0,1.0,1.0,1.0,0.198,386.0
2.0,1.0,1.0,1.0,0.199,387.0
2.0,1.0,1.0,1.0,0.2,388.0
2.0,1.0,1.0,1.0,0.201,389.0
2.0,1.0,1.0,1.0,0.202,391.0
2.0,1.0,1.0,1.0,0.203,391.0
2.0,1.0,1.0,1.0,0.204,392.0
2.0,1.0,1.0,1.0,0.205,393.0
2.0,1.0,1.0,1.0,0.206,394.0
2.0,1.0,1.0,1.0,0.207,396.0
2.0,1.0,1.0,1.0,0.208,397.0
2.0,1.0,1.0,1.0,0.209,397.0
2.0,1.0,1.0,1.0,0.21,398.0
2.0,1.0,1.0,1.0,0.211,399.0
2.0,1.0,1.0,1.0,0.212,401.0
2.0,1.0,1.0,1.0,0.213,402.0
2.0,1.0,1.0,1.0,0.214,402.0
2.0,1.0,1.0,1.0,0.215,403.0
2.0,1.0,1.0,1.0,0.216,404.0
2.0,1.0,1.0,1.0,0.217,406.0
2.0,1.0,1.0,1.0,0.218,407.0
2.0,1.0,1.0,1.0,0.219,408.0
2.0,1.0,1.0,1.0,0.22,409.0
2.0,1.0,1.0,1.0,0.221,409.0
2.0,1.0,1.0,1.0,0.222,411.0
2.0,1.0,1.0,1.0,0.223,412.0
2.0,1.0,1.0,1.0,0.224,413.0
2.0,1.0,1.0,1.0,0.225,414.0
2.0,1.0,1.0,1.0,0.226,416.0
2.0,1.0,1.0,1.0,0.227,417.0
2.0,1.0,1.0,1.0,0.228,417.0
2.0,1.0,1.0,1.0,0.229,418.0
2.0,1.0,1.0,1.0,0.23,419.0
2.0,1.0,1.0,1.0,0.231,421.0
2.0,1.0,1.0,1.0,0.232,422.0
2.0,1.0,1.0,1.0,0.233,423.0
2.0,1.0,1.0,1.0,0.234,424.0
2.0,1.0,1.0,1.0,0.235,426.0
2.0,1.0,1.0,1.0,0.236,427.0
2.0,1.0,1.0,1.0,0.237,428.0
2.0,1.0,1.0,1.0,0.238,428.0
2.0,1.0,1.0,1.0,0.239,431.0
2.0,1.0,1.0,1.0,0.24,431.0
2.0,1.0,1.0,1.0,0.241,432.0
2.0,1.0,1.0,1.0,0.242,433.0
2.0,1.0,1.0,1.0,0.243,434.0
2.0,1.0,1.0,1.0,0.244,436.0
2.0,1.0,1.0,1.0,0.245,437.0
2.0,1.0,1.0,1.0,0.246,438.0
2.0,1.0,1.0,1.0,0.247,439.0
2.0,1.0,1.0,1.0,0.248,440.0
2.0,1.0,1.0,1.0,0.249,442.0
2.0,1.0,1.0,1.0,0.25,443.0
2.0,1.0,1.0,1.0,0.251,444.0
2.0,1.0,1.0,1.0,0.252,445.0
2.0,1.0,1.0,1.0,0.253,447.0
2.0,1.0,1.0,1.0,0.254,448.0
2.0,1.0,1.0,1.0,0.255,449.0
2.0,1.0,1.0,1.0,0.256,450.0
2.0,1.0,1.0,1.0,0.257,452.0
2.0,1.0,1.0,1.0,0.258,453.0
2.0,1.0,1.0,1.0,0.259,454.0
2.0,1.0,1.0,1.0,0.26,455.0
2.0,1.0,1.0,1.0,0.261,457.0
2.0,1.0,1.0,1.0,0.262,458.0
2.0,1.0,1.0,1.0,0.263,459.0
2.0,1.0,1.0,1.0,0.264,460.0
2.0,1.0,1.0,1.0,0.265,462.0
2.0,1.0,1.0,1.0,0.266,463.0
2.0,1.0,1.0,1.0,0.267,464.0
2.0,1.0,1.0,1.0,0.268,465.0
2.0,1.0,1.0,1.0,0.269,465.0
2.0,1.0,1.0,1.0,0.27,468.0
2.0,1.0,1.0,1.0,0.271,469.0
2.0,1.0,1.0,1.0,0.272,470.0
2.0,1.0,1.0,1.0,0.273,472.0
2.0,1.0,1.0,1.0,0.274,473.0
2.0,1.0,1.0,1.0,0.275,474.0
2.0,1.0,1.0,1.0,0.276,475.0
2.0,1.0,1.0,1.0,0.277,477.0
2.0,1.0,1.0,1.0,0.278,478.0
2.0,1.0,1.0,1.0,0.279,479.0
2.0,1.0,1.0,1.0,0.28,480.0
2.0,1.0,1.0,1.0,0.281,482.0
2.0,1.0,1.0,1.0,0.282,483.0
2.0,1.0,1.0,1.0,0.283,484.0
2.0,1.0,1.0,1.0,0.284,485.0
2.0,1.0,1.0,1.0,0.285,487.0
2.0,1.0,1.0,1.0,0.286,488.0
2.0,1.0,1.0,1.0,0.287,490.0
2.0,1.0,1.0,1.0,0.288,492.0
2.0,1.0,1.0,1.0,0.289,493.0
2.0,1.0,1.0,1.0,0.29,494.0
2.0,1.0,1.0,1.0,0.291,495.0
2.0,1.0,1.0,1.0,0.292,496.0
2.0,1.0,1.0,1.0,0.293,498.0
2.0,1.0,1.0,1.0,0.294,499.0
2.0,1.0,1.0,1.0,0.295,500.0
2.0,1.0,1.0,1.0,0.296,501.0
2.0,1.0,1.0,1.0,0.297,503.0
2.0,1.0,1.0,1.0,0.298,504.0
2.0,1.0,1.0,1.0,0.299,505.0
2.0,1.0,1.0,1.0,0.3,506.0
2.0,1.0,1.0,1.0,0.301,509.0
2.0,1.0,1.0,1.0,0.302,510.0
2.0,1.0,1.0,1.0,0.303,511.0
2.0,1.0,1.0,1.0,0.304,513.0
2.0,1.0,1.0,1.0,0.305,514.0
2.0,1.0,1.0,1.0,0.306,515.0
2.0,1.0,1.0,1.0,0.307,516.0
2.0,1.0,1.0,1.0,0.308,518.0
2.0,1.0,1.0,1.0,0.309,519.0
2.0,1.0,1.0,1.0,0.31,520.0
2.0,1.0,1.0,1.0,0.311,523.0
2.0,1.0,1.0,1.0,0.312,524.0
2.0,1.0,1.0,1.0,0.313,525.0
2.0,1.0,1.0,1.0,0.314,526.0
2.0,1.0,1.0,1.0,0.315,528.0
2.0,1.0,1.0,1.0,0.316,529.0
2.0,1.0,1.0,1.0,0.317,530.0
2.0,1.0,1.0,1.0,0.318,533.0
2.0,1.0,1.0,1.0,0.319,534.0
2.0,1.0,1.0,1.0,0.32,535.0
2.0,1.0,1.0,1.0,0.321,536.0
2.0,1.0,1.0,1.0,0.322,538.0
2.0,1.0,1.0,1.0,0.323,539.0
2.0,1.0,1.0,1.0,0.324,540.0
2.0,1.0,1.0,1.0,0.325,541.0
2.0,1.0,1.0,1.0,0.326,544.0
2.0,1.0,1.0,1.0,0.327,545.0
2.0,1.0,1.0,1.0,0.328,546.0
2.0,1.0,1.0,1.0,0.329,548.0
2.0,1.0,1.0,1.0,0.33,549.0
2.0,1.0,1.0,1.0,0.331,550.0
2.0,1.0,1.0,1.0,0.332,552.0
2.0,1.0,1.0,1.0,0.333,554.0
2.0,1.0,1.0,1.0,0.334,555.0
2.0,1.0,1.0,1.0,0.335,556.0
2.0,1.0,1.0,1.0,0.336,557.0
2.0,1.0,1.0,1.0,0.337,560.0
2.0,1.0,1.0,1.0,0.338,561.0
2.0,1.0,1.0,1.0,0.339,562.0
2.0,1.0,1.0,1.0,0.34,564.0
2.0,1.0,1.0,1.0,0.341,565.0
2.0,1.0,1.0,1.0,0.342,566.0
2.0,1.0,1.0,1.0,0.343,567.0
2.0,1.0,1.0,1.0,0.344,570.0
2.0,1.0,1.0,1.0,0.345,571.0
2.0,1.0,1.0,1.0,0.346,572.0
2.0,1.0,1.0,1.0,0.347,574.0
2.0,1.0,1.0,1.0,0.348,576.0
2.0,1.0,1.0,1.0,0.349,577.0
2.0,1.0,1.0,1.0,0.35,579.0
2.0,1.0,1.0,1.0,0.351,580.0
2.0,1.0,1.0,1.0,0.352,581.0
2.0,1.0,1.0,1.0,0.353,582.0
2.0,1.0,1.0,1.0,0.354,585.0
2.0,1.0,1.0,1.0,0.355,585.0
2.0,1.0,1.0,1.0,0.356,587.0
2.0,1.0,1.0,1.0,0.357,589.0
2.0,1.0,1.0,1.0,0.358,590.0
2.0,1.0,1.0,1.0,0.359,591.0
2.0,1.0,1.0,1.0,0.36,594.0
2.0,1.0,1.0,1.0,0.361,595.0
2.0,1.0,1.0,1.0,0.362,596.0
2.0,1.0,1.0,1.0,0.363,599.0
2.0,1.0,1.0,1.0,0.364,600.0
2.0,1.0,1.0,1.0,0.365,601.0
2.0,1.0,1.0,1.0,0.366,602.0
2.0,1.0,1.0,1.0,0.367,604.0
2.0,1.0,1.0,1.0,0.368,605.0
2.0,1.0,1.0,1.0,0.369,607.0
2.0,1.0,1.0,1.0,0.37,608.0
2.0,1.0,1.0,1.0,0.371,610.0
2.0,1.0,1.0,1.0,0.372,611.0
2.0,1.0,1.0,1.0,0.373,612.0
2.0,1.0,1.0,1.0,0.374,615.0
2.0,1.0,1.0,1.0,0.375,616.0
2.0,1.0,1.0,1.0,0.376,617.0
2.0,1.0,1.0,1.0,0.377,618.0
2.0,1.0,1.0,1.0,0.378,621.0
2.0,1.0,1.0,1.0,0.379,622.0
2.0,1.0,1.0,1.0,0.38,623.0
2.0,1.0,1.0,1.0,0.381,625.0
2.0,1.0,1.0,1.0,0.382,626.0
2.0,1.0,1.0,1.0,0.383,627.0
2.0,1.0,1.0,1.0,0.384,630.0
2.0,1.0,1.0,1.0,0.385,631.0
2.0,1.0,1.0,1.0,0.386,632.0
2.0,1.0,1.0,1.0,0.387,635.0
2.0,1.0,1.0,1.0,0.388,636.0
2.0,1.0,1.0,1.0,0.389,637.0
2.0,1.0,1.0,1.0,0.39,638.0
2.0,1.0,1.0,1.0,0.391,641.0
2.0,1.0,1.0,1.0,0.392,642.0
2.0,1.0,1.0,1.0,0.393,643.0
2.0,1.0,1.0,1.0,0.394,645.0
2.0,1.0,1.0,1.0,0.395,646.0
2.0,1.0,1.0,1.0,0.396,647.0
2.0,1.0,1.0,1.0,0.397,650.0
2.0,1.0,1.0,1.0,0.398,651.0
2.0,1.0,1.0,1.0,0.399,653.0
2.0,1.0,1.0,1.0,0.4,655.0
2.0,1.0,1.0,1.0,0.401,656.0
2.0,1.0,1.0,1.0,0.402,658.0
2.0,1.0,1.0,1.0,0.403,659.0
2.0,1.0,1.0,1.0,0.404,661.0
2.0,1.0,1.0,1.0,0.405,662.0
2.0,1.0,1.0,1.0,0.406,663.0
2.0,1.0,1.0,1.0,0.407,666.0
2.0,1.0,1.0,1.0,0.408,667.0
2.0,1.0,1.0,1.0,0.409,668.0
2.0,1.0,1.0,1.0,0.41,671.0
2.0,1.0,1.0,1.0,0.411,672.0
2.0,1.0,1.0,1.0,0.412,673.0
2.0,1.0,1.0,1.0,0.413,674.0
2.0,1.0,1.0,1.0,0.414,677.0
2.0,1.0,1.0,1.0,0.415,678.0
2.0,1.0,1.0,1.0,0.416,679.0
2.0,1.0,1.0,1.0,0.417,682.0
2.0,1.0,1.0,1.0,0.418,683.0
2.0,1.0,1.0,1.0,0.419,684.0
2.0,1.0,1.0,1.0,0.42,686.0
2.0,1.0,1.0,1.0,0.421,688.0
2.0,1.0,1.0,1.0,0.422,689.0
2.0,1.0,1.0,1.0,0.423,691.0
2.0,1.0,1.0,1.0,0.424,692.0
2.0,1.0,1.0,1.0,0.425,694.0
2.0,1.0,1.0,1.0,0.426,696.0
2.0,1.0,1.0,1.0,0.427,698.0
2.0,1.0,1.0,1.0,0.428,699.0
2.0,1.0,1.0,1.0,0.429,701.0
2.0,1.0,1.0,1.0,0.43,702.0
2.0,1.0,1.0,1.0,0.431,704.0
2.0,1.0,1.0,1.0,0.432,706.0
2.0,1.0,1.0,1.0,0.433,707.0
2.0,1.0,1.0,1.0,0.434,709.0
2.0,1.0,1.0,1.0,0.435,711.0
2.0,1.0,1.0,1.0,0.436,712.0
2.0,1.0,1.0,1.0,0.437,714.0
2.0,1.0,1.0,1.0,0.438,715.0
2.0,1.0,1.0,1.0,0.439,717.0
2.0,1.0,1.0,1.0,0.44,718.0
2.0,1.0,1.0,1.0,0.441,720.0
2.0,1.0,1.0,1.0,0.442,722.0
2.0,1.0,1.0,1.0,0.443,723.0
2.0,1.0,1.0,1.0,0.444,724.0
2.0,1.0,1.0,1.0,0.445,727.0
2.0,1.0,1.0,1.0,0.446,728.0
2.0,1.0,1.0,1.0,0.447,729.0
2.0,1.0,1.0,1.0,0.448,730.0
2.0,1.0,1.0,1.0,0.449,733.0
2.0,1.0,1.0,1.0,0.45,734.0
2.0,1.0,1.0,1.0,0.451,735.0
2.0,1.0,1.0,1.0,0.452,738.0
2.0,1.0,1.0,1.0,0.453,739.0
2.0,1.0,1.0,1.0,0.454,740.0
2.0,1.0,1.0,1.0,0.455,743.0
2.0,1.0,1.0,1.0,0.456,744.0
2.0,1.0,1.0,1.0,0.457,747.0
2.0,1.0,1.0,1.0,0.458,748.0
2.0,1.0,1.0,1.0,0.459,749.0
2.0,1.0,1.0,1.0,0.46,750.0
2.0,1.0,1.0,1.0,0.461,753.0
2.0,1.0,1.0,1.0,0.462,754.0
2.0,1.0,1.0,1.0,0.463,757.0
2.0,1.0,1.0,1.0,0.464,758.0
2.0,1.0,1.0,1.0,0.465,759.0
2.0,1.0,1.0,1.0,0.466,760.0
2.0,1.0,1.0,1.0,0.467,763.0
2.0,1.0,1.0,1.0,0.468,764.0
2.0,1.0,1.0,1.0,0.469,767.0
2.0,1.0,1.0,1.0,0.47,768.0
2.0,1.0,1.0,1.0,0.471,769.0
2.0,1.0,1.0,1.0,0.472,770.0
2.0,1.0,1.0,1.0,0.473,773.0
2.0,1.0,1.0,1.0,0.474,774.0
2.0,1.0,1.0,1.0,0.475,775.0
2.0,1.0,1.0,1.0,0.476,778.0
2.0,1.0,1.0,1.0,0.477,779.0
2.0,1.0,1.0,1.0,0.478,780.0
2.0,1.0,1.0,1.0,0.479,783.0
2.0,1.0,1.0,1.0,0.48,784.0
2.0,1.0,1.0,1.0,0.481,785.0
2.0,1.0,1.0,1.0,0.482,788.0
2.0,1.0,1.0,1.0,0.483,789.0
2.0,1.0,1.0,1.0,0.484,790.0
2.0,1.0,1.0,1.0,0.485,793.0
2.0,1.0,1.0,1.0,0.486,794.0
2.0,1.0,1.0,1.0,0.487,796.0
2.0,1.0,1.0,1.0,0.488,798.0
2.0,1.0,1.0,1.0,0.489,799.0
2.0,1.0,1.0,1.0,0.49,801.0
2.0,1.0,1.0,1.0,0.491,803.0
2.0,1.0,1.0,1.0,0.492,804.0
2.0,1.0,1.0,1.0,0.493,806.0
2.0,1.0,1.0,1.0,0.494,808.0
2.0,1.0,1.0,1.0,0.495,809.0
2.0,1.0,1.0,1.0,0.496,811.0
2.0,1.0,1.0,1.0,0.497,813.0
2.0,1.0,1.0,1.0,0.498,814.0
2.0,1.0,1.0,1.0,0.499,816.0
2.0,1.0,1.0,1.0,0.5,818.0
2.0,1.0,1.0,1.0,0.501,819.0
2.0,1.0,1.0,1.0,0.502,821.0
2.0,1.0,1.0,1.0,0.503,823.0
2.0,1.0,1.0,1.0,0.504,825.0
2.0,1.0,1.0,1.0,0.505,826.0
2.0,1.0,1.0,1.0,0.506,827.0
2.0,1.0,1.0,1.0,0.507,830.0
2.0,1.0,1.0,1.0,0.508,831.0
2.0,1.0,1.0,1.0,0.509,834.0
2.0,1.0,1.0,1.0,0.51,835.0
2.0,1.0,1.0,1.0,0.511,836.0
2.0,1.0,1.0,1.0,0.512,839.0
2.0,1.0,1.0,1.0,0.513,840.0
2.0,1.0,1.0,1.0,0.514,841.0
2.0,1.0,1.0,1.0,0.515,844.0
2.0,1.0,1.0,1.0,0.516,845.0
2.0,1.0,1.0,1.0,0.517,846.0
2.0,1.0,1.0,1.0,0.518,849.0
2.0,1.0,1.0,1.0,0.519,850.0
2.0,1.0,1.0,1.0,0.52,852.0
2.0,1.0,1.0,1.0,0.521,854.0
2.0,1.0,1.0,1.0,0.522,855.0
2.0,1.0,1.0,1.0,0.523,857.0
2.0,1.0,1.0,1.0,0.524,859.0
2.0,1.0,1.0,1.0,0.525,861.0
2.0,1.0,1.0,1.0,0.526,862.0
2.0,1.0,1.0,1.0,0.527,864.0
2.0,1.0,1.0,1.0,0.528,866.0
2.0,1.0,1.0,1.0,0.529,867.0
2.0,1.0,1.0,1.0,0.53,870.0
2.0,1.0,1.0,1.0,0.531,871.0
2.0,1.0,1.0,1.0,0.532,872.0
2.0,1.0,1.0,1.0,0.533,875.0
2.0,1.0,1.0,1.0,0.534,876.0
2.0,1.0,1.0,1.0,0.535,878.0
2.0,1.0,1.0,1.0,0.536,880.0
2.0,1.0,1.0,1.0,0.537,881.0
2.0,1.0,1.0,1.0,0.538,883.0
2.0,1.0,1.0,1.0,0.539,885.0
2.0,1.0,1.0,1.0,0.54,886.0
2.0,1.0,1.0,1.0,0.541,888.0
2.0,1.0,1.0,1.0,0.542,891.0
2.0,1.0,1.0,1.0,0.543,892.0
2.0,1.0,1.0,1.0,0.544,893.0
2.0,1.0,1.0,1.0,0.545,896.0
2.0,1.0,1.0,1.0,0.546,897.0
2.0,1.0,1.0,1.0,0.547,898.0
2.0,1.0,1.0,1.0,0.548,901.0
2.0,1.0,1.0,1.0,0.549,902.0
2.0,1.0,1.0,1.0,0.55,905.0
2.0,1.0,1.0,1.0,0.551,906.0
2.0,1.0,1.0,1.0,0.552,907.0
2.0,1.0,1.0,1.0,0.553,910.0
2.0,1.0,1.0,1.0,0.554,912.0
2.0,1.0,1.0,1.0,0.555,913.0
2.0,1.0,1.0,1.0,0.556,915.0
2.0,1.0,1.0,1.0,0.557,917.0
2.0,1.0,1.0,1.0,0.558,918.0
2.0,1.0,1.0,1.0,0.559,921.0
2.0,1.0,1.0,1.0,0.56,922.0
2.0,1.0,1.0,1.0,0.561,925.0
2.0,1.0,1.0,1.0,0.562,926.0
2.0,1.0,1.0,1.0,0.563,927.0
2.0,1.0,1.0,1.0,0.564,930.0
2.0,1.0,1.0,1.0,0.565,931.0
2.0,1.0,1.0,1.0,0.566,933.0
2.0,1.0,1.0,1.0,0.567,934.0
2.0,1.0,1.0,1.0,0.568,936.0
2.0,1.0,1.0,1.0,0.569,938.0
2.0,1.0,1.0,1.0,0.57,939.0
2.0,1.0,1.0,1.0,0.571,942.0
2.0,1.0,1.0,1.0,0.572,943.0
2.0,1.0,1.0,1.0,0.573,946.0
2.0,1.0,1.0,1.0,0.574,947.0
2.0,1.0,1.0,1.0,0.575,949.0
2.0,1.0,1.0,1.0,0.576,951.0
2.0,1.0,1.0,1.0,0.577,953.0
2.0,1.0,1.0,1.0,0.578,954.0
2.0,1.0,1.0,1.0,0.579,957.0
2.0,1.0,1.0,1.0,0.58,958.0
2.0,1.0,1.0,1.0,0.581,961.0
2.0,1.0,1.0,1.0,0.582,962.0
2.0,1.0,1.0,1.0,0.583,963.0
2.0,1.0,1.0,1.0,0.584,966.0
2.0,1.0,1.0,1.0,0.585,967.0
2.0,1.0,1.0,1.0,0.586,969.0
2.0,1.0,1.0,1.0,0.587,971.0
2.0,1.0,1.0,1.0,0.588,973.0
2.0,1.0,1.0,1.0,0.589,974.0
2.0,1.0,1.0,1.0,0.59,977.0
2.0,1.0,1.0,1.0,0.591,978.0
2.0,1.0,1.0,1.0,0.592,981.0
2.0,1.0,1.0,1.0,0.593,982.0
2.0,1.0,1.0,1.0,0.594,984.0
2.0,1.0,1.0,1.0,0.595,986.0
2.0,1.0,1.0,1.0,0.596,988.0
2.0,1.0,1.0,1.0,0.597,989.0
2.0,1.0,1.0,1.0,0.598,992.0
2.0,1.0,1.0,1.0,0.599,994.0
2.0,1.0,1.0,1.0,0.6,995.0
2.0,1.0,1.0,1.0,0.601,998.0
2.0,1.0,1.0,1.0,0.602,999.0
2.0,1.0,1.0,1.0,0.603,1000.0
2.0,1.0,1.0,1.0,0.604,1003.0
2.0,1.0,1.0,1.0,0.605,1004.0
2.0,1.0,1.0,1.0,0.606,1007.0
2.0,1.0,1.0,1.0,0.607,1008.0
2.0,1.0,1.0,1.0,0.608,1010.0
2.0,1.0,1.0,1.0,0.609,1012.0
2.0,1.0,1.0,1.0,0.61,1014.0
2.0,1.0,1.0,1.0,0.611,1015.0
2.0,1.0,1.0,1.0,0.612,1018.0
2.0,1.0,1.0,1.0,0.613,1019.0
2.0,1.0,1.0,1.0,0.614,1022.0
2.0,1.0,1.0,1.0,0.615,1023.0
2.0,1.0,1.0,1.0,0.616,1025.0
2.0,1.0,1.0,1.0,0.617,1028.0
2.0,1.0,1.0,1.0,0.618,1029.0
2.0,1.0,1.0,1.0,0.619,1032.0
2.0,1.0,1.0,1.0,0.62,1033.0
2.0,1.0,1.0,1.0,0.621,1035.0
2.0,1.0,1.0,1.0,0.622,1037.0
2.0,1.0,1.0,1.0,0.623,1038.0
2.0,1.0,1.0,1.0,0.624,1040.0
2.0,1.0,1.0,1.0,0.625,1043.0
2.0,1.0,1.0,1.0,0.626,1044.0
2.0,1.0,1.0,1.0,0.627,1046.0
2.0,1.0,1.0,1.0,0.628,1048.0
2.0,1.0,1.0,1.0,0.629,1050.0
2.0,1.0,1.0,1.0,0.63,1051.0
2.0,1.0,1.0,1.0,0.631,1054.0
2.0,1.0,1.0,1.0,0.632,1055.0
2.0,1.0,1.0,1.0,0.633,1058.0
2.0,1.0,1.0,1.0,0.634,1059.0
2.0,1.0,1.0,1.0,0.635,1061.0
2.0,1.0,1.0,1.0,0.636,1063.0
2.0,1.0,1.0,1.0,0.637,1065.0
2.0,1.0,1.0,1.0,0.638,1066.0
2.0,1.0,1.0,1.0,0.639,1069.0
2.0,1.0,1.0,1.0,0.64,1071.0
2.0,1.0,1.0,1.0,0.641,1073.0
2.0,1.0,1.0,1.0,0.642,1075.0
2.0,1.0,1.0,1.0,0.643,1078.0
2.0,1.0,1.0,1.0,0.644,1079.0
2.0,1.0,1.0,1.0,0.645,1080.0
2.0,1.0,1.0,1.0,0.646,1083.0
2.0,1.0,1.0,1.0,0.647,1085.0
2.0,1.0,1.0,1.0,0.648,1086.0
2.0,1.0,1.0,1.0,0.649,1088.0
2.0,1.0,1.0,1.0,0.65,1090.0
2.0,1.0,1.0,1.0,0.651,1093.0
2.0,1.0,1.0,1.0,0.652,1094.0
2.0,1.0,1.0,1.0,0.653,1096.0
2.0,1.0,1.0,1.0,0.654,1098.0
2.0,1.0,1.0,1.0,0.655,1100.0
2.0,1.0,1.0,1.0,0.656,1102.0
2.0,1.0,1.0,1.0,0.657,1104.0
2.0,1.0,1.0,1.0,0.658,1106.0
2.0,1.0,1.0,1.0,0.659,1107.0
2.0,1.0,1.0,1.0,0.66,1110.0
2.0,1.0,1.0,1.0,0.661,1111.0
2.0,1.0,1.0,1.0,0.662,1114.0
2.0,1.0,1.0,1.0,0.663,1115.0
2.0,1.0,1.0,1.0,0.664,1117.0
2.0,1.0,1.0,1.0,0.665,1120.0
2.0,1.0,1.0,1.0,0.666,1121.0
2.0,1.0,1.0,1.0,0.667,1124.0
2.0,1.0,1.0,1.0,0.668,1125.0
2.0,1.0,1.0,1.0,0.669,1127.0
2.0,1.0,1.0,1.0,0.67,1130.0
2.0,1.0,1.0,1.0,0.671,1131.0
2.0,1.0,1.0,1.0,0.672,1132.0
2.0,1.0,1.0,1.0,0.673,1135.0
2.0,1.0,1.0,1.0,0.674,1136.0
2.0,1.0,1.0,1.0,0.675,1139.0
2.0,1.0,1.0,1.0,0.676,1141.0
2.0,1.0,1.0,1.0,0.677,1142.0
2.0,1.0,1.0,1.0,0.678,1145.0
2.0,1.0,1.0,1.0,0.679,1146.0
2.0,1.0,1.0,1.0,0.68,1149.0
2.0,1.0,1.0,1.0,0.681,1151.0
2.0,1.0,1.0,1.0,0.682,1152.0
2.0,1.0,1.0,1.0,0.683,1155.0
2.0,1.0,1.0,1.0,0.684,1156.0
2.0,1.0,1.0,1.0,0.685,1158.0
2.0,1.0,1.0,1.0,0.686,1160.0
2.0,1.0,1.0,1.0,0.687,1162.0
2.0,1.0,1.0,1.0,0.688,1163.0
2.0,1.0,1.0,1.0,0.689,1166.0
2.0,1.0,1.0,1.0,0.69,1167.0
2.0,1.0,1.0,1.0,0.691,1170.0
2.0,1.0,1.0,1.0,0.692,1172.0
2.0,1.0,1.0,1.0,0.693,1173.0
2.0,1.0,1.0,1.0,0.694,1176.0
2.0,1.0,1.0,1.0,0.695,1177.0
2.0,1.0,1.0,1.0,0.696,1178.0
2.0,1.0,1.0,1.0,0.697,1181.0
2.0,1.0,1.0,1.0,0.698,1182.0
2.0,1.0,1.0,1.0,0.699,1185.0
2.0,1.0,1.0,1.0,0.7,1186.0
2.0,1.0,1.0,1.0,0.701,1188.0
2.0,1.0,1.0,1.0,0.702,1191.0
2.0,1.0,1.0,1.0,0.703,1192.0
2.0,1.0,1.0,1.0,0.704,1195.0
2.0,1.0,1.0,1.0,0.705,1196.0
2.0,1.0,1.0,1.0,0.706,1198.0
2.0,1.0,1.0,1.0,0.707,1200.0
2.0,1.0,1.0,1.0,0.708,1202.0
2.0,1.0,1.0,1.0,0.709,1203.0
2.0,1.0,1.0,1.0,0.71,1206.0
2.0,1.0,1.0,1.0,0.711,1207.0
2.0,1.0,1.0,1.0,0.712,1209.0
2.0,1.0,1.0,1.0,0.713,1211.0
2.0,1.0,1.0,1.0,0.714,1213.0
2.0,1.0,1.0,1.0,0.715,1214.0
2.0,1.0,1.0,1.0,0.716,1217.0
2.0,1.0,1.0,1.0,0.717,1218.0
2.0,1.0,1.0,1.0,0.718,1221.0
2.0,1.0,1.0,1.0,0.719,1222.0
2.0,1.0,1.0,1.0,0.72,1223.0
2.0,1.0,1.0,1.0,0.721,1224.0
2.0,1.0,1.0,1.0,0.722,1227.0
2.0,1.0,1.0,1.0,0.723,1228.0
2.0,1.0,1.0,1.0,0.724,1231.0
2.0,1.0,1.0,1.0,0.725,1233.0
2.0,1.0,1.0,1.0,0.726,1234.0
2.0,1.0,1.0,1.0,0.727,1236.0
2.0,1.0,1.0,1.0,0.728,1238.0
2.0,1.0,1.0,1.0,0.729,1239.0
2.0,1.0,1.0,1.0,0.73,1241.0
2.0,1.0,1.0,1.0,0.731,1241.0
2.0,1.0,1.0,1.0,0.732,1242.0
2.0,1.0,1.0,1.0,0.733,1242.0
2.0,1.0,1.0,1.0,0.734,1243.0
2.0,1.0,1.0,1.0,0.735,1244.0
3,1,1,1,0,128
3.0,1.0,1.0,1.0,0.001,130.0
3.0,1.0,1.0,1.0,0.002,133.0
3.0,1.0,1.0,1.0,0.003,138.0
3.0,1.0,1.0,1.0,0.004,144.0
3.0,1.0,1.0,1.0,0.005,148.0
3.0,1.0,1.0,1.0,0.006,154.0
3.0,1.0,1.0,1.0,0.007,158.0
3.0,1.0,1.0,1.0,0.008,163.0
3.0,1.0,1.0,1.0,0.009,167.0
3.0,1.0,1.0,1.0,0.01,169.0
